date,close,pos,ret,strat_ret,equity
2021-03-16 18:00:00-06:00,0.36091,0.0,0.0,0.0,1.0
2021-03-17 18:00:00-06:00,0.34508,0.0,-0.0438613504751878,-0.0,1.0
2021-03-18 18:00:00-06:00,0.34458,0.0,-0.001448939376376468,-0.0,1.0
2021-03-19 18:00:00-06:00,0.31725,0.0,-0.07931394741424347,-0.0,1.0
2021-03-20 18:00:00-06:00,0.34223,0.0,0.07873916469661157,0.0,1.0
2021-03-21 18:00:00-06:00,0.31466,0.0,-0.08055985740583815,-0.0,1.0
2021-03-22 18:00:00-06:00,0.31981,0.0,0.016366872179495395,0.0,1.0
2021-03-23 18:00:00-06:00,0.29792,0.0,-0.06844689034113993,-0.0,1.0
2021-03-24 18:00:00-06:00,0.30185,0.0,0.013191460794844234,0.0,1.0
2021-03-25 18:00:00-06:00,0.34675,0.0,0.14874937883054495,0.0,1.0
2021-03-26 18:00:00-06:00,0.33907,0.0,-0.022148521989906356,-0.0,1.0
2021-03-27 18:00:00-06:00,0.33898,0.0,-0.00026543191671335453,-0.0,1.0
2021-03-28 18:00:00-06:00,0.37176,0.0,0.09670187031683275,0.0,1.0
2021-03-29 18:00:00-06:00,0.38663,0.0,0.039998924037013106,0.0,1.0
2021-03-30 18:00:00-06:00,0.36196,0.0,-0.06380777487520362,-0.0,1.0
2021-03-31 18:00:00-06:00,0.34593,0.0,-0.04428666150955907,-0.0,1.0
2021-04-01 18:00:00-06:00,0.35339,0.0,0.0215650565143235,0.0,1.0
2021-04-02 18:00:00-06:00,0.3124,0.0,-0.11599083165907342,-0.0,1.0
2021-04-03 18:00:00-06:00,0.32518,0.0,0.040909090909091006,0.0,1.0
2021-04-04 18:00:00-06:00,0.31884,0.0,-0.019496894027922984,-0.0,1.0
2021-04-05 18:00:00-06:00,0.32676,1.0,0.024840045163718516,0.024640045163718517,1.0246400451637185
2021-04-06 18:00:00-06:00,0.30012,0.0,-0.08152772677194275,-0.0002,1.0244351171546857
2021-04-07 18:00:00-06:00,0.32805,0.0,0.09306277489004411,0.0,1.0244351171546857
2021-04-08 18:00:00-06:00,0.33854,0.0,0.031976832799878174,0.0,1.0244351171546857
2021-04-09 18:00:00-06:00,0.33237,0.0,-0.01822532049388559,-0.0,1.0244351171546857
2021-04-10 18:00:00-06:00,0.34916,0.0,0.050515991214610256,0.0,1.0244351171546857
